,AP_NAME,Airport,Arrival Cancellations,Arrival Diversions,Departure Cancellations,Departure Diversions,Latitude,Longitude,average airborne delay,average airport departure delay,average block delay,average gate arrival delay,average taxi in delay,average taxi out delay,average_gate_departure_delay,average_taxi_out_time,percent on-time airport departures,percent on-time gate arrivals,percent on-time gate departures
145,AUSTIN-BERGSTROM INTL,AUS,323.0,60.0,353.0,80.0,30.194528,-97.669889,1.69,12.46,2.46,12.3,1.18,2.25,10.98,11.59,0.784,0.7769,0.8083
146,AUSTIN-BERGSTROM INTL,AUS,399.0,30.0,425.0,102.0,30.194528,-97.669889,1.65,12.56,2.42,12.56,0.97,1.97,11.29,11.38,0.7841,0.7738,0.8051
147,AUSTIN-BERGSTROM INTL,AUS,307.0,67.0,356.0,74.0,30.194528,-97.669889,1.88,12.18,2.36,12.38,0.91,1.91,10.98,11.46,0.7857,0.7734,0.8068
148,AUSTIN-BERGSTROM INTL,AUS,261.0,69.0,298.0,72.0,30.194528,-97.669889,2.26,12.23,2.69,12.73,1.16,2.05,10.91,11.67,0.7943,0.772,0.8154
149,AUSTIN-BERGSTROM INTL,AUS,688.0,86.0,732.0,95.0,30.194528,-97.669889,2.05,13.51,3.06,14.42,1.02,2.6,11.77,12.11,0.773,0.7473,0.7986
150,AUSTIN-BERGSTROM INTL,AUS,773.0,114.0,827.0,116.0,30.194528,-97.669889,2.41,14.79,3.45,15.39,1.27,2.74,12.84,12.1,0.7499,0.7241,0.7789
151,AUSTIN-BERGSTROM INTL,AUS,387.0,51.0,440.0,82.0,30.194528,-97.669889,2.39,13.95,3.28,14.35,1.02,2.34,12.29,11.33,0.7579,0.7424,0.7826
152,AUSTIN-BERGSTROM INTL,AUS,411.0,76.0,435.0,57.0,30.194528,-97.669889,2.61,12.04,2.74,12.62,0.99,2.42,10.31,10.98,0.7892,0.7641,0.8107
153,AUSTIN-BERGSTROM INTL,AUS,436.0,40.0,477.0,53.0,30.194528,-97.669889,2.85,13.73,3.26,13.95,0.82,2.33,12.05,11.0,0.7658,0.7486,0.7845
154,JACKSONVILLE INTL,JAX,417.0,39.0,468.0,71.0,30.494056,-81.687861,2.11,14.77,3.09,14.92,0.85,2.19,13.32,12.7,0.7596,0.7414,0.7868
155,JACKSONVILLE INTL,JAX,237.0,41.0,279.0,71.0,30.494056,-81.687861,1.26,14.16,2.72,14.29,1.15,2.34,12.73,12.64,0.7692,0.7514,0.7957
156,JACKSONVILLE INTL,JAX,194.0,37.0,234.0,56.0,30.494056,-81.687861,1.1,11.99,2.42,12.28,1.04,2.21,10.71,12.44,0.8054,0.7868,0.8279
157,JACKSONVILLE INTL,JAX,333.0,39.0,367.0,75.0,30.494056,-81.687861,1.19,12.26,2.78,12.45,0.81,2.22,10.98,12.32,0.8009,0.7781,0.822
158,JACKSONVILLE INTL,JAX,384.0,40.0,444.0,95.0,30.494056,-81.687861,1.15,11.57,2.65,11.9,0.87,2.68,9.92,12.66,0.8011,0.7832,0.8334
159,JACKSONVILLE INTL,JAX,220.0,64.0,274.0,88.0,30.494056,-81.687861,1.28,12.78,3.14,12.04,0.89,2.97,10.76,12.97,0.7858,0.7799,0.8212
160,JACKSONVILLE INTL,JAX,434.0,73.0,495.0,85.0,30.494056,-81.687861,1.44,14.28,3.59,14.34,0.94,2.65,12.5,12.69,0.7701,0.7487,0.7964
161,JACKSONVILLE INTL,JAX,414.0,44.0,446.0,122.0,30.494056,-81.687861,1.37,15.64,3.45,15.88,1.48,3.02,13.44,12.76,0.7407,0.7117,0.7744
162,JACKSONVILLE INTL,JAX,287.0,41.0,311.0,114.0,30.494056,-81.687861,1.5,14.05,2.85,13.68,1.01,2.44,12.35,11.88,0.7587,0.7469,0.7822
163,JACKSONVILLE INTL,JAX,296.0,32.0,363.0,91.0,30.494056,-81.687861,1.69,14.53,3.01,14.12,1.04,2.65,12.67,11.76,0.7525,0.739,0.777
164,JACKSONVILLE INTL,JAX,558.0,63.0,645.0,94.0,30.494056,-81.687861,1.55,13.57,2.23,13.15,0.7,2.5,11.9,11.64,0.7584,0.7496,0.7824
165,TUCSON INTL,TUS,155.0,39.0,178.0,55.0,32.116083,-110.941028,1.84,13.47,2.57,14.76,0.92,2.03,12.33,11.32,0.7715,0.7351,0.7914
166,TUCSON INTL,TUS,153.0,18.0,175.0,62.0,32.116083,-110.941028,1.67,11.96,2.48,12.76,0.7,2.43,10.55,11.43,0.7914,0.7628,0.8145
167,TUCSON INTL,TUS,107.0,29.0,117.0,38.0,32.116083,-110.941028,1.56,9.48,2.29,10.64,0.74,2.59,8.1,11.19,0.8336,0.7965,0.8599
168,TUCSON INTL,TUS,183.0,28.0,204.0,43.0,32.116083,-110.941028,1.47,10.17,2.57,11.77,0.8,2.58,8.76,11.06,0.8216,0.7795,0.8458
169,TUCSON INTL,TUS,110.0,35.0,144.0,42.0,32.116083,-110.941028,1.64,9.38,2.33,11.04,0.76,2.01,8.27,10.48,0.8293,0.7926,0.8502
170,TUCSON INTL,TUS,100.0,28.0,117.0,38.0,32.116083,-110.941028,1.82,9.71,2.67,10.73,0.79,2.17,8.41,10.7,0.8278,0.7965,0.8507
171,TUCSON INTL,TUS,174.0,16.0,206.0,59.0,32.116083,-110.941028,1.63,11.01,2.93,12.59,0.85,2.42,9.51,10.94,0.8086,0.7703,0.8354
172,TUCSON INTL,TUS,237.0,22.0,281.0,65.0,32.116083,-110.941028,2.26,12.41,3.3,13.94,1.08,2.82,10.62,11.1,0.7827,0.7412,0.8152
173,TUCSON INTL,TUS,174.0,46.0,206.0,63.0,32.116083,-110.941028,2.11,12.32,3.3,13.69,1.42,2.56,10.49,10.58,0.7793,0.7422,0.8098
174,TUCSON INTL,TUS,101.0,26.0,126.0,36.0,32.116083,-110.941028,2.42,12.89,2.38,12.86,0.79,2.15,11.53,9.87,0.7666,0.7493,0.7868
175,TUCSON INTL,TUS,80.0,22.0,103.0,50.0,32.116083,-110.941028,2.37,15.58,3.48,15.24,0.89,2.31,14.09,9.98,0.7586,0.7124,0.7757
176,SAN DIEGO INTL,SAN,931.0,183.0,1010.0,155.0,32.733556,-117.189667,2.1,15.2,2.46,13.07,0.87,3.58,12.82,13.68,0.7378,0.7647,0.7792
177,SAN DIEGO INTL,SAN,839.0,228.0,956.0,133.0,32.733556,-117.189667,1.95,13.83,2.39,11.87,0.97,3.71,11.26,13.52,0.7573,0.7791,0.802
178,SAN DIEGO INTL,SAN,830.0,253.0,987.0,121.0,32.733556,-117.189667,1.96,12.91,2.13,10.76,1.06,3.63,10.32,13.37,0.7819,0.8065,0.8273
179,SAN DIEGO INTL,SAN,884.0,172.0,1031.0,120.0,32.733556,-117.189667,2.02,12.54,2.52,11.03,0.83,3.17,10.36,12.92,0.7803,0.7936,0.8161
180,SAN DIEGO INTL,SAN,743.0,220.0,858.0,128.0,32.733556,-117.189667,2.37,12.35,2.21,10.3,0.86,3.11,10.2,12.88,0.7808,0.804,0.8166
181,SAN DIEGO INTL,SAN,653.0,219.0,768.0,148.0,32.733556,-117.189667,2.61,11.45,2.51,10.11,0.89,3.04,9.56,12.95,0.8021,0.8048,0.83
182,SAN DIEGO INTL,SAN,1048.0,359.0,1251.0,201.0,32.733556,-117.189667,2.66,13.61,3.19,12.36,0.98,3.75,11.02,13.62,0.7654,0.7727,0.8091
183,SAN DIEGO INTL,SAN,1013.0,150.0,1142.0,236.0,32.733556,-117.189667,2.73,13.0,2.96,12.26,1.09,4.03,10.11,13.79,0.7655,0.7727,0.8176
184,SAN DIEGO INTL,SAN,1060.0,338.0,1219.0,171.0,32.733556,-117.189667,2.55,12.15,3.11,11.49,1.0,3.5,9.64,13.18,0.777,0.7733,0.8189
185,SAN DIEGO INTL,SAN,768.0,202.0,926.0,137.0,32.733556,-117.189667,2.63,12.15,3.22,11.49,1.16,3.81,9.32,13.3,0.776,0.7774,0.8202
186,SAN DIEGO INTL,SAN,748.0,243.0,944.0,165.0,32.733556,-117.189667,2.62,11.21,3.04,11.05,0.94,3.49,8.8,12.86,0.795,0.7877,0.8296
187,DALLAS LOVE FIELD,DAL,733.0,115.0,654.0,79.0,32.847111,-96.851778,2.52,20.04,2.47,16.19,1.36,2.28,18.04,10.31,0.611,0.7078,0.6465
188,DALLAS LOVE FIELD,DAL,544.0,95.0,475.0,88.0,32.847111,-96.851778,2.31,16.83,2.34,14.26,1.6,2.51,14.96,10.1,0.6547,0.7289,0.6899
189,DALLAS LOVE FIELD,DAL,595.0,84.0,588.0,74.0,32.847111,-96.851778,2.56,13.71,1.71,11.5,0.88,1.77,12.62,9.21,0.7373,0.7899,0.7543
190,DALLAS LOVE FIELD,DAL,906.0,156.0,911.0,77.0,32.847111,-96.851778,2.74,15.98,1.8,13.33,0.94,1.78,14.78,9.28,0.6965,0.7637,0.7169
191,DALLAS LOVE FIELD,DAL,790.0,124.0,729.0,116.0,32.847111,-96.851778,3.45,17.22,1.75,13.04,0.91,2.21,15.57,9.61,0.67,0.7557,0.6971
192,DALLAS LOVE FIELD,DAL,737.0,107.0,663.0,129.0,32.847111,-96.851778,3.65,15.15,1.75,11.08,0.65,2.09,13.49,9.47,0.7203,0.7948,0.7464
193,DALLAS LOVE FIELD,DAL,1064.0,139.0,975.0,113.0,32.847111,-96.851778,3.61,16.9,2.35,13.96,0.86,2.33,14.79,9.73,0.6868,0.7486,0.7219
194,DALLAS LOVE FIELD,DAL,1129.0,201.0,1029.0,90.0,32.847111,-96.851778,4.7,18.22,2.75,15.36,0.88,2.52,16.04,9.89,0.6708,0.7264,0.705
195,DALLAS LOVE FIELD,DAL,1023.0,74.0,968.0,60.0,32.847111,-96.851778,4.44,15.09,2.1,12.87,0.76,2.12,13.3,9.27,0.7152,0.7612,0.7372
196,DALLAS LOVE FIELD,DAL,1012.0,64.0,969.0,55.0,32.847111,-96.851778,4.89,14.46,2.14,11.96,0.75,1.95,12.73,8.57,0.7118,0.7686,0.7268
197,DALLAS LOVE FIELD,DAL,1272.0,83.0,1186.0,64.0,32.847111,-96.851778,4.72,15.42,2.32,13.12,0.65,1.86,13.87,8.15,0.6938,0.7463,0.705
198,DALLAS/FORT WORTH INTL,DFW,7324.0,1164.0,6830.0,741.0,32.896828,-97.037996,2.62,17.94,4.44,15.98,4.95,3.96,14.82,15.01,0.699,0.766,0.7504
199,DALLAS/FORT WORTH INTL,DFW,7467.0,1170.0,7150.0,707.0,32.896828,-97.037996,2.21,17.85,3.55,13.99,4.21,3.57,15.05,14.67,0.6982,0.7884,0.7457
200,DALLAS/FORT WORTH INTL,DFW,5291.0,1125.0,4980.0,663.0,32.896828,-97.037996,2.0,14.7,2.97,11.6,3.64,3.38,12.3,14.46,0.7512,0.8234,0.7913
201,DALLAS/FORT WORTH INTL,DFW,6403.0,1122.0,6114.0,764.0,32.896828,-97.037996,1.9,14.56,2.86,11.05,3.32,3.26,12.2,14.35,0.7541,0.8304,0.7924
202,DALLAS/FORT WORTH INTL,DFW,4799.0,1234.0,4507.0,719.0,32.896828,-97.037996,2.17,15.04,2.91,10.95,3.67,3.61,12.31,14.82,0.7456,0.8251,0.7897
203,DALLAS/FORT WORTH INTL,DFW,5435.0,1299.0,5101.0,651.0,32.896828,-97.037996,2.72,17.79,3.73,13.06,3.68,4.04,14.64,15.43,0.7045,0.7958,0.7542
204,DALLAS/FORT WORTH INTL,DFW,7716.0,1250.0,7272.0,635.0,32.896828,-97.037996,2.49,17.77,4.32,14.05,4.33,4.4,14.25,15.86,0.693,0.7702,0.7479
205,DALLAS/FORT WORTH INTL,DFW,9767.0,1948.0,9372.0,600.0,32.896828,-97.037996,2.57,21.59,4.98,17.23,4.44,5.18,17.25,16.84,0.6556,0.7341,0.7186
206,DALLAS/FORT WORTH INTL,DFW,5839.0,1085.0,5502.0,551.0,32.896828,-97.037996,2.02,17.5,3.84,12.71,4.1,5.2,13.47,16.77,0.6959,0.7891,0.7606
207,DALLAS/FORT WORTH INTL,DFW,4541.0,889.0,4140.0,582.0,32.896828,-97.037996,2.49,15.75,3.98,11.23,5.03,5.27,11.63,17.01,0.7238,0.8128,0.7909
208,DALLAS/FORT WORTH INTL,DFW,6147.0,1154.0,5535.0,589.0,32.896828,-97.037996,2.42,16.46,4.34,11.37,4.63,6.61,11.21,18.02,0.7152,0.818,0.8051
209,PHOENIX SKY HARBOR INTL,PHX,1535.0,255.0,1136.0,325.0,33.434278,-112.011583,2.5,14.99,2.89,10.91,2.23,4.21,11.94,14.53,0.7177,0.809,0.7828
210,PHOENIX SKY HARBOR INTL,PHX,1499.0,143.0,1006.0,325.0,33.434278,-112.011583,1.92,13.44,2.71,9.29,2.3,4.81,9.86,14.63,0.7323,0.831,0.8126
211,PHOENIX SKY HARBOR INTL,PHX,1342.0,203.0,947.0,328.0,33.434278,-112.011583,2.34,11.66,2.57,8.02,2.82,4.55,8.52,14.52,0.7734,0.8518,0.8417
212,PHOENIX SKY HARBOR INTL,PHX,2085.0,187.0,1569.0,377.0,33.434278,-112.011583,2.65,12.08,2.54,8.73,2.24,3.77,9.64,13.84,0.7746,0.8444,0.8244
213,PHOENIX SKY HARBOR INTL,PHX,1917.0,266.0,1446.0,418.0,33.434278,-112.011583,1.76,12.76,2.59,8.52,2.3,4.88,9.11,14.94,0.7509,0.8452,0.8307
214,PHOENIX SKY HARBOR INTL,PHX,1714.0,266.0,1210.0,427.0,33.434278,-112.011583,2.07,12.75,3.18,9.07,2.16,4.5,9.34,14.63,0.7496,0.8319,0.8255
215,PHOENIX SKY HARBOR INTL,PHX,2554.0,333.0,1875.0,442.0,33.434278,-112.011583,2.45,15.22,3.56,11.07,2.25,5.44,10.96,15.1,0.7129,0.8009,0.8033
216,PHOENIX SKY HARBOR INTL,PHX,3121.0,253.0,2402.0,467.0,33.434278,-112.011583,2.97,17.76,3.37,12.46,2.58,5.59,12.87,14.8,0.6578,0.7722,0.7679
217,PHOENIX SKY HARBOR INTL,PHX,2561.0,340.0,1952.0,500.0,33.434278,-112.011583,3.58,16.15,3.19,11.31,2.44,5.57,11.64,14.84,0.6797,0.7915,0.7801
218,PHOENIX SKY HARBOR INTL,PHX,1723.0,190.0,1382.0,296.0,33.434278,-112.011583,3.87,16.98,2.51,10.82,1.92,5.24,12.44,14.42,0.6443,0.8026,0.7483
219,PHOENIX SKY HARBOR INTL,PHX,1939.0,214.0,1578.0,355.0,33.434278,-112.011583,3.8,16.82,2.84,11.56,1.6,4.85,12.68,14.04,0.6639,0.7905,0.7534
220,BIRMINGHAM-SHUTTLESWORTH INTL,BHM,311.0,30.0,336.0,46.0,33.563889,-86.752306,1.74,16.75,2.93,16.7,0.93,2.05,15.58,12.19,0.7183,0.7016,0.7421
221,BIRMINGHAM-SHUTTLESWORTH INTL,BHM,186.0,52.0,203.0,50.0,33.563889,-86.752306,1.55,15.48,2.85,15.4,1.03,2.6,13.62,12.45,0.7327,0.7165,0.7691
222,BIRMINGHAM-SHUTTLESWORTH INTL,BHM,143.0,18.0,147.0,31.0,33.563889,-86.752306,1.28,12.89,1.93,13.18,0.71,2.21,11.45,11.86,0.7832,0.7638,0.8107
223,BIRMINGHAM-SHUTTLESWORTH INTL,BHM,243.0,55.0,266.0,42.0,33.563889,-86.752306,1.59,13.84,2.32,13.38,0.62,2.34,12.37,11.8,0.7573,0.7509,0.7898
224,BIRMINGHAM-SHUTTLESWORTH INTL,BHM,266.0,55.0,315.0,60.0,33.563889,-86.752306,1.5,15.07,2.28,13.49,0.75,3.22,12.62,12.54,0.7303,0.7449,0.7792
225,BIRMINGHAM-SHUTTLESWORTH INTL,BHM,209.0,64.0,249.0,61.0,33.563889,-86.752306,1.82,15.3,2.77,14.34,0.73,3.21,13.02,12.38,0.7362,0.7443,0.7785
226,BIRMINGHAM-SHUTTLESWORTH INTL,BHM,341.0,42.0,385.0,58.0,33.563889,-86.752306,2.14,15.82,3.0,15.37,0.65,2.88,13.82,11.94,0.7406,0.7289,0.7715
227,BIRMINGHAM-SHUTTLESWORTH INTL,BHM,371.0,23.0,459.0,59.0,33.563889,-86.752306,2.68,16.69,3.28,17.23,0.81,2.84,14.55,11.77,0.7257,0.7055,0.7583
228,BIRMINGHAM-SHUTTLESWORTH INTL,BHM,257.0,30.0,287.0,53.0,33.563889,-86.752306,2.54,15.96,3.33,16.07,0.94,2.66,14.13,11.11,0.7279,0.6976,0.7537
229,BIRMINGHAM-SHUTTLESWORTH INTL,BHM,395.0,25.0,419.0,63.0,33.563889,-86.752306,2.47,13.86,2.55,14.95,0.99,2.93,12.01,10.64,0.7555,0.719,0.7815
230,BIRMINGHAM-SHUTTLESWORTH INTL,BHM,332.0,24.0,402.0,71.0,33.563889,-86.752306,2.45,14.25,2.63,14.41,1.07,2.77,12.41,10.5,0.7528,0.7282,0.7822
231,HARTSFIELD - JACKSON ATLANTA INTL,ATL,6483.0,655.0,5977.0,781.0,33.6367,-84.427864,2.74,15.93,3.21,12.42,2.77,4.92,11.99,17.4,0.7134,0.8123,0.7899
232,HARTSFIELD - JACKSON ATLANTA INTL,ATL,3450.0,655.0,2916.0,870.0,33.6367,-84.427864,2.38,16.98,3.64,12.74,2.6,5.83,12.28,18.2,0.7025,0.807,0.7917
233,HARTSFIELD - JACKSON ATLANTA INTL,ATL,2782.0,655.0,2259.0,798.0,33.6367,-84.427864,1.62,14.44,2.89,10.27,3.13,6.03,9.84,18.8,0.7401,0.8422,0.832
234,HARTSFIELD - JACKSON ATLANTA INTL,ATL,7484.0,812.0,6555.0,903.0,33.6367,-84.427864,2.41,18.25,3.54,12.56,4.0,7.52,12.2,20.33,0.673,0.8068,0.8008
235,HARTSFIELD - JACKSON ATLANTA INTL,ATL,9279.0,945.0,8198.0,971.0,33.6367,-84.427864,2.66,19.9,3.67,14.16,4.32,8.61,12.82,21.26,0.6405,0.7956,0.7961
236,HARTSFIELD - JACKSON ATLANTA INTL,ATL,6303.0,1116.0,5324.0,1064.0,33.6367,-84.427864,3.31,21.48,5.7,16.54,4.75,9.73,13.2,21.84,0.59,0.7335,0.7775
237,HARTSFIELD - JACKSON ATLANTA INTL,ATL,6705.0,1072.0,5830.0,982.0,33.6367,-84.427864,4.11,21.59,5.09,15.71,4.07,9.01,13.86,20.6,0.6071,0.7559,0.7696
238,HARTSFIELD - JACKSON ATLANTA INTL,ATL,7790.0,1045.0,6796.0,920.0,33.6367,-84.427864,3.88,24.18,4.43,16.09,4.17,8.28,16.77,19.67,0.5713,0.7446,0.7167
239,HARTSFIELD - JACKSON ATLANTA INTL,ATL,7301.0,787.0,6624.0,913.0,33.6367,-84.427864,3.71,24.85,4.72,16.95,4.13,9.63,16.2,20.38,0.5324,0.7205,0.715
240,HARTSFIELD - JACKSON ATLANTA INTL,ATL,14480.0,1080.0,13837.0,790.0,33.6367,-84.427864,4.24,21.8,4.62,17.23,2.72,7.26,15.5,18.52,0.6216,0.7337,0.7413
241,HARTSFIELD - JACKSON ATLANTA INTL,ATL,8433.0,772.0,7870.0,737.0,33.6367,-84.427864,5.0,21.36,4.69,15.31,2.79,8.73,13.59,20.45,0.5757,0.737,0.7596
242,JOHN WAYNE AIRPORT-ORANGE COUNTY,SNA,425.0,71.0,468.0,85.0,33.675667,-117.868222,1.77,14.85,2.36,11.67,0.82,3.1,12.75,11.39,0.715,0.7688,0.7578
243,JOHN WAYNE AIRPORT-ORANGE COUNTY,SNA,387.0,93.0,443.0,89.0,33.675667,-117.868222,1.61,13.08,2.1,9.89,1.04,3.09,11.06,11.28,0.7531,0.7986,0.7907
244,JOHN WAYNE AIRPORT-ORANGE COUNTY,SNA,423.0,98.0,496.0,82.0,33.675667,-117.868222,1.74,12.69,1.91,8.95,1.04,3.28,10.47,11.59,0.7646,0.8234,0.8133
245,JOHN WAYNE AIRPORT-ORANGE COUNTY,SNA,475.0,77.0,531.0,96.0,33.675667,-117.868222,1.96,11.92,2.23,9.07,1.29,3.36,9.76,11.72,0.7672,0.8182,0.8199
246,JOHN WAYNE AIRPORT-ORANGE COUNTY,SNA,397.0,94.0,456.0,103.0,33.675667,-117.868222,2.3,12.6,2.24,9.42,1.44,3.38,10.42,11.97,0.757,0.8091,0.8067
247,JOHN WAYNE AIRPORT-ORANGE COUNTY,SNA,466.0,77.0,516.0,104.0,33.675667,-117.868222,2.38,12.08,2.71,9.2,1.77,4.04,9.33,12.85,0.7676,0.8148,0.8286
248,JOHN WAYNE AIRPORT-ORANGE COUNTY,SNA,653.0,128.0,726.0,117.0,33.675667,-117.868222,2.49,13.7,3.14,11.18,1.75,4.31,10.79,13.31,0.7394,0.7788,0.8028
249,JOHN WAYNE AIRPORT-ORANGE COUNTY,SNA,797.0,144.0,895.0,149.0,33.675667,-117.868222,3.12,14.73,3.39,12.17,2.05,4.66,11.29,13.49,0.7039,0.7575,0.7823
250,JOHN WAYNE AIRPORT-ORANGE COUNTY,SNA,653.0,140.0,721.0,113.0,33.675667,-117.868222,2.76,13.51,3.41,11.48,1.65,4.15,10.5,12.91,0.7312,0.7668,0.7952
251,JOHN WAYNE AIRPORT-ORANGE COUNTY,SNA,525.0,106.0,559.0,84.0,33.675667,-117.868222,2.96,12.98,3.06,10.92,1.67,4.07,10.03,12.91,0.7443,0.7799,0.8046
252,JOHN WAYNE AIRPORT-ORANGE COUNTY,SNA,583.0,107.0,632.0,104.0,33.675667,-117.868222,3.17,14.34,3.44,11.12,1.81,4.44,11.09,13.48,0.721,0.7716,0.7857
253,LONG BEACH /DAUGHERTY FIELD/,LGB,123.0,29.0,130.0,14.0,33.817754,-118.151733,2.37,10.14,2.37,9.71,0.63,1.86,9.26,12.5,0.8288,0.832,0.8434
254,LONG BEACH /DAUGHERTY FIELD/,LGB,96.0,12.0,98.0,18.0,33.817754,-118.151733,2.19,9.49,2.37,9.17,0.63,2.03,8.51,12.63,0.8462,0.8432,0.8599
255,LONG BEACH /DAUGHERTY FIELD/,LGB,66.0,20.0,84.0,9.0,33.817754,-118.151733,2.26,10.49,2.22,9.25,0.6,1.81,9.72,12.57,0.8343,0.8496,0.8441
256,LONG BEACH /DAUGHERTY FIELD/,LGB,83.0,41.0,99.0,17.0,33.817754,-118.151733,2.73,11.24,2.69,10.17,0.86,2.23,10.04,13.38,0.8176,0.8283,0.8351
257,LONG BEACH /DAUGHERTY FIELD/,LGB,127.0,34.0,129.0,23.0,33.817754,-118.151733,2.36,12.79,3.11,10.48,1.47,2.88,10.85,14.17,0.7895,0.824,0.8193
258,LONG BEACH /DAUGHERTY FIELD/,LGB,69.0,47.0,72.0,24.0,33.817754,-118.151733,2.14,8.72,3.34,9.05,1.19,2.14,7.68,13.56,0.8544,0.8367,0.8676
259,LONG BEACH /DAUGHERTY FIELD/,LGB,135.0,89.0,134.0,46.0,33.817754,-118.151733,2.26,11.97,4.49,12.59,1.72,2.46,10.59,14.45,0.8062,0.7886,0.8261
260,LONG BEACH /DAUGHERTY FIELD/,LGB,147.0,43.0,157.0,44.0,33.817754,-118.151733,2.02,12.19,4.06,11.9,1.39,3.79,9.67,15.3,0.7819,0.7832,0.8255
261,LONG BEACH /DAUGHERTY FIELD/,LGB,63.0,120.0,65.0,34.0,33.817754,-118.151733,1.71,10.65,4.2,11.26,0.78,3.01,8.66,13.68,0.8121,0.7752,0.8435
262,LONG BEACH /DAUGHERTY FIELD/,LGB,46.0,53.0,49.0,33.0,33.817754,-118.151733,1.59,9.57,3.25,11.52,0.82,2.29,8.24,12.48,0.8274,0.7743,0.8484
263,LONG BEACH /DAUGHERTY FIELD/,LGB,85.0,79.0,92.0,32.0,33.817754,-118.151733,1.98,9.81,4.15,12.79,0.63,1.96,8.82,12.35,0.8329,0.7437,0.8438
264,PALM SPRINGS INTL,PSP,154.0,17.0,198.0,25.0,33.829667,-116.506694,3.19,16.29,3.78,13.81,0.99,2.74,14.56,12.67,0.7332,0.7512,0.7632
265,PALM SPRINGS INTL,PSP,121.0,26.0,155.0,18.0,33.829667,-116.506694,2.89,15.76,2.91,12.66,0.95,2.72,14.15,12.5,0.7483,0.7683,0.7754
266,PALM SPRINGS INTL,PSP,104.0,31.0,150.0,27.0,33.829667,-116.506694,3.23,15.98,3.2,12.85,0.84,3.14,14.0,12.51,0.7362,0.7587,0.7692
267,PALM SPRINGS INTL,PSP,125.0,17.0,153.0,21.0,33.829667,-116.506694,3.35,14.33,3.3,13.57,0.77,2.64,12.76,11.89,0.7484,0.7484,0.7738
268,PALM SPRINGS INTL,PSP,119.0,54.0,154.0,27.0,33.829667,-116.506694,3.07,12.97,3.12,12.86,0.73,2.5,11.54,11.77,0.7699,0.7574,0.7944
269,PALM SPRINGS INTL,PSP,70.0,31.0,97.0,21.0,33.829667,-116.506694,2.67,11.52,2.88,10.95,0.68,2.32,10.22,11.9,0.7919,0.7853,0.8128
270,PALM SPRINGS INTL,PSP,130.0,30.0,155.0,24.0,33.829667,-116.506694,2.82,14.32,3.71,13.87,1.17,3.1,12.35,12.16,0.7321,0.7312,0.7683
271,PALM SPRINGS INTL,PSP,121.0,14.0,152.0,20.0,33.829667,-116.506694,2.48,15.56,3.52,15.67,1.0,3.03,13.53,11.4,0.7053,0.7011,0.7411
272,LOS ANGELES INTL,LAX,2726.0,298.0,2493.0,601.0,33.942496,-118.408068,2.64,16.46,3.63,13.99,3.9,4.09,13.32,15.44,0.7048,0.7652,0.7681
273,LOS ANGELES INTL,LAX,2541.0,332.0,2441.0,494.0,33.942496,-118.408068,2.33,14.58,3.17,12.66,3.53,3.98,11.69,15.21,0.7435,0.7844,0.8001
274,LOS ANGELES INTL,LAX,2493.0,241.0,2315.0,479.0,33.942496,-118.408068,2.47,14.95,3.12,12.14,4.0,4.44,11.55,15.39,0.7334,0.7884,0.8022
275,LOS ANGELES INTL,LAX,2764.0,341.0,2617.0,439.0,33.942496,-118.408068,2.77,14.02,3.63,12.32,3.31,3.96,11.02,14.86,0.7493,0.7809,0.8082
276,LOS ANGELES INTL,LAX,2292.0,240.0,2206.0,420.0,33.942496,-118.408068,2.65,13.57,2.92,11.59,2.97,3.22,11.27,14.09,0.7674,0.7992,0.8106
277,LOS ANGELES INTL,LAX,2000.0,209.0,1911.0,363.0,33.942496,-118.408068,2.75,11.65,2.77,10.83,2.15,2.63,9.95,13.68,0.8032,0.8153,0.833
278,LOS ANGELES INTL,LAX,3077.0,237.0,2838.0,476.0,33.942496,-118.408068,3.07,14.62,3.93,13.51,2.69,3.37,12.15,14.82,0.7478,0.7675,0.7942
279,LOS ANGELES INTL,LAX,3417.0,208.0,3259.0,398.0,33.942496,-118.408068,3.19,16.24,4.05,14.09,3.58,4.81,12.42,15.71,0.6992,0.7501,0.777
280,LOS ANGELES INTL,LAX,3248.0,260.0,3028.0,379.0,33.942496,-118.408068,3.18,15.0,4.11,13.23,2.93,4.36,11.81,14.82,0.7213,0.7561,0.7819
281,LOS ANGELES INTL,LAX,2592.0,171.0,2379.0,363.0,33.942496,-118.408068,3.02,13.22,3.54,11.22,2.37,3.72,10.55,13.9,0.7546,0.7923,0.801
282,LOS ANGELES INTL,LAX,2727.0,270.0,2508.0,382.0,33.942496,-118.408068,3.03,13.22,3.52,10.47,2.41,4.1,10.17,14.08,0.7604,0.8093,0.8144
283,ONTARIO INTL,ONT,266.0,21.0,290.0,31.0,34.056,-117.601194,1.47,19.09,2.1,14.01,0.56,2.65,16.92,10.79,0.6824,0.7347,0.7161
284,ONTARIO INTL,ONT,183.0,14.0,204.0,35.0,34.056,-117.601194,1.15,17.08,1.61,11.97,0.56,2.33,15.26,10.14,0.7211,0.7709,0.7475
285,ONTARIO INTL,ONT,186.0,24.0,190.0,27.0,34.056,-117.601194,1.03,15.38,1.36,9.96,0.59,2.22,13.78,9.91,0.7491,0.8086,0.7727
